Constellation,Name,Bayer,Flamsteed,Variable Star,Henry Draper Number,Hipparcos Number,Right Ascension,Declination,Visual Magnitude,Absolute Magnitude,Distance,Spectral class,Notes
Dorado,WZ Doradus,,,WZ,33684,23840,05h 07m 34.01s,−63° 23′ 58.5′′,5.19,−1.23,627,M3III,"semiregular variable, Δ*V* = 0.12m, *P* = 40 d"
Dorado,Kappa Doradus,κ,,,30478,22040,04h 44m 21.12s,−59° 43′ 58.2′′,5.28,1.11,222,A8/A9III/IV,"suspected δ Sct variable , Δ*V* = 0.03m"
Dorado,G Doradus,G,,,37297,26001,05h 32m 59.52s,−64° 13′ 39.1′′,5.34,1.08,232,G8/K0III,spectroscopic binary
Dorado,Pi2 Doradus,π2,,,46116,30565,06h 25m 28.65s,−69° 41′ 26.8′′,5.37,0.81,266,G8III,
Dorado,Pi1 Doradus,π1,,,45669,30321,06h 22m 38.23s,−69° 59′ 02.9′′,5.56,−0.75,595,K5III,
Dorado,R Doradus,,,R,29712,21479,04h 36m 45.68s,−62° 04′ 37.1′′,5.59,1.61,203,M8IIIe,"semiregular variable, *V* max = 4.78m, *V* min = 6.32m, *P* = 172 d"
Dorado,Eta1 Doradus,η1,,,42525,28909,06h 06m 09.36s,−66° 02′ 22.9′′,5.72,0.68,332,A0V,
Dorado,HD 36584,,,,36584,25482,05h 26m 59.82s,−68° 37′ 21.0′′,6.02,1.62,248,F0IV/V,double star
Dorado,HD 27604,,,,27604,20109,04h 18m 39.98s,−52° 51′ 37.0′′,6.08,1.73,242,A8V+...,double star
Dorado,HD 31746,,,,31746,22844,04h 54m 52.92s,−58° 32′ 52.1′′,6.11,3.66,101,F3V,
Dorado,HD 36876,,,,36876,25781,05h 30m 15.87s,−63° 55′ 40.2′′,6.19,0.75,400,F0IV,double star
Dorado,HD 28255,,,,28255,20552,04h 24m 12.32s,−57° 04′ 16.2′′,6.28,4.12,88,G4V+...,triple star
Dorado,HR 1960,,,AZ,37935,26368,05h 36m 54.99s,−66° 33′ 37.1′′,6.28,−0.82,856,B9.5V,"Be star , *V* max = 6.26m, *V* min = 6.29m, *P* = 395.48 d"
Dorado,HD 46730,,,,46730,30973,06h 30m 03.01s,−65° 34′ 06.2′′,6.28,1.34,317,F0III,"variable star, Δ*V* = 0.008m, *P* = 0.10133 d"
Dorado,HD 37501,,,,37501,26190,05h 34m 57.44s,−61° 10′ 33.5′′,6.32,1.18,348,G5IV,
Dorado,HD 39963,,,,39963,27660,05h 51m 23.10s,−64° 02′ 01.0′′,6.35,−1.32,1116,G8III,
Dorado,HD 31754,,,,31754,22737,04h 53m 30.49s,−66° 40′ 31.6′′,6.43,−1.30,1148,M0/M1III,"semiregular variable, *V* max = 6.39m, *V* min = 6.43m"
Dorado,HD 24863,,,,24863,18275,03h 54m 33.94s,−52° 41′ 25.2′′,6.46,1.31,349,A4V,"suspected variable, *V* max = 6.40m, *V* min = 6.47m"
Dorado,HD 30610,,,,30610,22081,04h 44m 57.91s,−63° 13′ 46.9′′,6.46,0.73,456,K0/K1III,"suspected variable, *V* max = 6.45m, *V* min = 6.48m"
Dorado,XY Dor,,,XY,25470,18691,04h 00m 15.53s,−51° 33′ 53.9′′,6.52,,1250,M1III,"semiregular variable, Δ*V* = 0.07m"
Dorado,XZ Dor,,,XZ,31009,22381,04h 49m 04.75s,−56° 39′ 59.7′′,6.55,,1450,M2III,"slow irregular variable , Δ*V* = 0.16m"
Dorado,AB Doradus,,,AB,36705,25647,05h 28m 44.83s,−65° 26′ 54.9′′,7.00,,49,K0V,"triple-star system ; T Tau star , *V* max = 6.74m, *V* min = 7.12m, *P* = 0.5139 d; member of the AB Doradus moving group"
Dorado,HD 28254,,,,28254,20606,04h 24m 50.71s,−50° 37′ 19.9′′,7.71,3.96,183,G5V,has a planet (b )
Dorado,HD 30177,,,,30177,21850,04h 41m 54.37s,−58° 01′ 14.7′′,8.41,,179,G8V,has two planets (b and c )
Dorado,HD 33579,,,,33579,23718,05h 05m 55.51s,−67° 53′ 10.9′′,9.14,,160000,A4Ia,in LMC; yellow hypergiant
Dorado,S Doradus,,,S,35343,,05h 18m 14.3s,−69° 14′ 59′′,9.72,,,A0-5eq,"in LMC; prototype luminous blue variable, *V* max = 8.8m, *V* min = 10.83m; one of the most luminous stars known"
Dorado,WASP-62,,,,,,05h 48m 34.0s,−63° 59′ 18′′,10.3,,1566,F7,Naledi; has a transiting planet (b )
Dorado,HD 38282,,,,38282,,05h 38m 53.39s,−69° 02′ 00.9′′,10.50,,160000,WN5-6h+WN6-6h,in LMC; Wolf–Rayet binary ; both components among the most luminous stars known
Dorado,HD 37974,,,,37974,,05h 36m 25.84s,−69° 22′ 55.9′′,10.96,,160000,Be,"in LMC; blue hypergiant; α Cyg variable , *V* max = 10.85m, *V* min = 11.0m, one of the most luminous stars known"
Dorado,Melnick 42,,,,,,05h 38m 42.13s,−69° 05′ 55.3′′,10.96,,160000,O3If/WN,in LMC; one of the most luminous stars known
Dorado,AA Dor,,,AA,269696,,05h 31m 40.35s,−69° 53′ 02.2′′,11.14,,,sdB+dM,"Algol variable , *V* max = 11.13m, *V* min = 11.6m, *P* = 0.2615398 d"
Dorado,RW Dor,,,RW,269320,24763,05h 18m 32.54s,−68° 13′ 32.8′′,11.16,,307.5,G4/5V,"W UMa variable , Δ*V* = 0.454m, *P* = 0.285463 d"
Dorado,R99 (star,,,,269445,,05h 22m 59.80s,−68° 01′ 46.6′′,11.46,,160000,Bep,"in LMC; luminous blue variable, one of the most luminous stars known"
Dorado,HD 36402,,,,36402,,05h 26m 03.94s,−67° 29′ 57.0′′,11.62,,160000,WC4+O8I,in LMC; Wolf–Rayet star
Dorado,HV 883,,,,,,05h 00m 07.51s,−68° 27′ 00.2′′,11.63,,160000,G2:Iabv...,"in LMC; Cepheid variable, *V* max = 11.55m, *V* min = 12.85m, *P* = 133.45 d"
Dorado,HD 34664,,,,34664,,05h 13m 52.99s,−67° 26′ 54.9′′,11.70,,160000,B0Iab:e,in LMC; Be star
Dorado,Gliese 163,,,,,19394,04h 09m 15.66s,−53° 22′ 25.3′′,11.81,,48.88,M3.5,has 3 planets
Dorado,R139,,,,,,05h 38m 42.35s,−69° 04′ 58.1′′,11.97,,160000,O7Iap,in LMC; one of the most luminous stars known
Dorado,Brey 75,,,,,,05h 38m 40.53s,−67° 05′ 57.2′′,12.02,,160000,WN6h,in LMC; Wolf–Rayet star; one of the most luminous stars known
Dorado,R84,,,,269227,,05h 13m 54.27s,−69° 31′ 46.7′′,12.04,,160000,WN9h,in LMC; Wolf–Rayet star
Dorado,HD 38489,,,,38489,,05h 40m 13.33s,−69° 22′ 46.5′′,12.22,,160000,B[e],in LMC; Be star
Dorado,HD 269810,,,,269810,,05h 35m 13.91s,−67° 33′ 27.5′′,12.28,,160000,OB,in LMC; one of the most luminous and most massive stars known
Dorado,BAT99-104,,,,,,05h 38m 41.88s,−69° 06′ 13.7′′,12.5,,160000,WN,in LMC; Wolf–Rayet star; one of the most luminous stars known
Dorado,R136a1,,,,,,05h 38m 42.43s,−69° 06′ 02.2′′,12.77,,160000,WN5h,in R136 ; most massive and most luminous star known as of 2014
Dorado,R136c,,,,,,05h 38m 42.92s,−69° 06′ 04.9′′,12.86,,160000,WN5h,in R136; one of the most massive and most luminous stars known
Dorado,R136a3,,,,,,05h 38m 42.29s,−69° 06′ 03.5′′,12.93,,160000,Wn5h,in R136; one of the most massive and most luminous stars known
Dorado,HD 38344,,,,38344,,05h 39m 11.32s,−69° 02′ 01.4′′,13.07,,160000,WR:,in LMC; Wolf–Rayet star; one of the most luminous stars known
Dorado,LH54-425,,,,,,05h 26m 24.25s,−67° 30′ 17.2′′,13.1,,160000,O3IIIf+O6v,in LMC
Dorado,BE 381,,,,,,05h 35m 54.37s,−67° 59′ 07.9′′,13.27,,160000,WN9h,in LMC; Wolf–Rayet star
Dorado,R136a2,,,,,,05h 36m 42.45s,−69° 06′ 02.2′′,13.38,,160000,Wn5h,in R136; one of the most massive and most luminous stars known
Dorado,BAT99-116,,,,,,05h 38m 44.25s,−69° 06′ 05.8′′,13.5,,160000,WN...,in LMC; high-mass X-ray binary ; companion star is one of the most luminous stars known
Dorado,MACHO 80.7443.1718,,,,,,05h 26m 24.46s,−68° 47′ 04.94′′,13.63,,160000,B0Iae+O9.5V,in LMC; most extreme heartbeat star known
Dorado,R136b,,,,,,05h 38m 42.77s,−69° 06′ 03.4′′,13.66,,160000,WN9ha,in R136; Wolf–Rayet star
Dorado,R136a5,,,,,,05h 38m 42.47s,−69° 06′ 02.0′′,13.73,,160000,O3Iab:,in R136; one of the most massive and most luminous stars known
Dorado,A0538-66,,,,,,05h 35m 41.01s,−66° 51′ 53.5′′,13.8,,160000,B0.5IIIe,in LMC; high-mass X-ray binary
Dorado,BI 253,,,,,,05h 37m 34.46s,−69° 01′ 10.2′′,13.88,,160000,O2V(f*),in LMC; O2 spectral type standard; runaway star
Dorado,LMC X-4,,,,,,05h 32m 49.54s,−66° 22′ 13.3′′,14.0,,160000,O8III,in LMC; high-mass X-ray binary
Dorado,BAT99-68,,,,,,05h 35m 42.22s,−69° 11′ 54.24′′,14.13,,160000,O3If*/WN6,in LMC; Wolf–Rayet binary; one of the most luminous stars known
Dorado,BB Doradus,,,BB,,,05h 29m 28.66s,−58° 54′ 46.5′′,14.3,,,,"VY Scl variable , *V* max = 14.3m, *V* min = 19.3m, *P* = 0.154095 d"
Dorado,R127,,,,269858,,05h 36m 43.69s,−69° 29′ 47.5′′,14.5,,160000,O8(f)p,in LMC ; luminous blue variable
Dorado,LMC X-1,,,,,,05h 39m 38.84s,−69° 44′ 35.7′′,14.5,,160000,O8(f)p,in LMC; high-mass X-ray binary
Dorado,HD 269908,,,,269908,,05h 38m 27.70s,−68° 28′ 58.5′′,14.71,,160000,WR,in LMC; Wolf–Rayet star; one of the most luminous stars known
Dorado,BAT99-66,,,,,,05h 35m 29.81s,−67° 06′ 49.4′′,15.36,,160000,WR:,in LMC; Wolf–Rayet star; one of the most luminous stars known
Dorado,VFTS 102,,,,,,05h 37m 39.25s,−69° 05′ 51.04′′,15.81,,160000,Omp+...,in LMC; fastest-rotating known star
Dorado,VFTS 682,,,,,,05h 38m 59.53s,−69° 04′ 26.72′′,16.08,,160000,WN5h,in LMC; one of the most massive and most luminous stars known
Dorado,HE 0437-5439,,,,,,04h 38m 12.77s,−54° 33′ 11.9′′,16.3,,200000,BV,hypervelocity star
Dorado,LMC X-3,,,,,,05h 38m 56.30s,−64° 05′ 03.0′′,17.2,,160000,B2.5Ve,in LMC; high-mass X-ray binary
Dorado,WOH G64,,,,,,04h 55m 10.48s,−68° 20′ 29.8′′,18.46,,160000,M7.5,in LMC; one of the largest known stars
Dorado,CAL-83,,,,,,05h 43m 34.5s,−68° 22′ 18′′,,,160000,,in LMC; X-ray binary
Dorado,PSR B0540-69,,,,,,05h 40m 11.16s,−69° 19′ 53.9′′,,,160000,O8(f)p,in LMC; pulsar
Dorado,PSR J0537-6910,,,,,,05h 37m 47.42s,−69° 10′ 19.9′′,,,160000,O8(f)p,in LMC; pulsar
Dorado,SGR 0525-66,,,,,,05h 26m 00.7s,−66° 04′ 35′′,,,160000,,in LMC; soft gamma repeater
Draco,Gamma Draconis,γ,33,,164058,87833,17h 56m 36.38s,+51° 29′ 20.2′′,2.24,−1.04,148,K5III,Eltanin
Draco,Eta Draconis,η,14,,148387,80331,16h 23m 59.51s,+61° 30′ 50.7′′,2.73,0.58,88,G8III,"Aldibain,[1] Athebyne"
Draco,Beta Draconis,β,23,,159181,85670,17h 30m 25.98s,+52° 18′ 04.9′′,2.79,−2.43,361,G2II,"Rastaban, Rastaben, Alwaid, Asuia"
Draco,Delta Draconis,δ,57,,180711,94376,19h 12m 33.15s,+67° 39′ 40.7′′,3.07,0.63,100,G9III,"Altais, Nodus Secundus, Nodus II, Aldib"
Draco,Zeta Draconis,ζ,22,,155763,83895,17h 08m 47.23s,+65° 42′ 52.7′′,3.17,−1.92,340,B6III,"Aldhibah, Eldsib, Nod, Nodus III, Charlie Jean"
Draco,Iota Draconis,ι,12,,137759,75458,15h 24m 55.78s,+58° 57′ 57.7′′,3.29,0.81,102,K2III,"Edasich, Eldsich, Ed Asich, Al Dhiba, Al Dhihi; has a planet (b )"
Draco,Chi Draconis,χ,44,,170153,89937,18h 21m 02.34s,+72° 44′ 01.3′′,3.55,4.02,26,F7Vvar,
Draco,Thuban,α,11,,123299,68756,14h 04m 23.43s,+64° 22′ 32.9′′,3.67,−1.21,309,A0III SB,"Adib, Dragon's Tail"
Draco,Xi Draconis,ξ,32,,163588,87585,17h 53m 31.63s,+56° 52′ 20.8′′,3.73,1.06,111,K2III,"Grumium, Genam, Nodus Primus, Nodus I"
Draco,Lambda Draconis,λ,1,,100029,56211,11h 31m 24.29s,+69° 19′ 52.0′′,3.82,−1.23,334,M0IIIvar,"Giausar, Giauzar, Gianfar, Giansar, Gaiusar, Juza"
Draco,Epsilon Draconis,ε,63,,188119,97433,19h 48m 10.21s,+70° 16′ 04.2′′,3.84,0.59,146,G8III,Tyl; binary star
Draco,Kappa Draconis,κ,5,,109387,61281,12h 33m 29.04s,+69° 47′ 17.6′′,3.85,−2.07,498,B6IIIp,Shàowèi (少尉);2][γ Cas variable
Draco,Theta Draconis,θ,13,,144284,78527,16h 01m 53.70s,+58° 33′ 52.0′′,4.01,2.41,68,F8IV-V,Shàngzǎi (上宰)[2]
Draco,Phi Draconis,φ,43,,170000,89908,18h 20m 45.44s,+71° 20′ 15.8′′,4.22,−0.52,289,A0p (Si),Zhùshǐ (柱史);2][α2 CVn variable
Draco,HD 81817,,,,81817,47193,09h 37m 05.35s,+81° 19′ 35.1′′,4.28,−3.31,1076,K3III,has a planet
Draco,Tau Draconis,τ,60,,181984,94648,19h 15m 33.29s,+73° 21′ 18.8′′,4.45,1.14,150,K3III,
Draco,Rho Draconis,ρ,67,,190940,98702,20h 02m 49.05s,+67° 52′ 24.4′′,4.51,−0.97,406,K3III,
Draco,Psi1 Draconis,ψ1,31,,162003,86614,17h 41m 56.31s,+72° 08′ 58.2′′,4.57,2.85,72,F5IV-V,"Dziban, Dsiban; component of the ψ1 Dra System"
Draco,10 Draconis,i,10,CU,121130,67627,13h 51m 25.94s,+64° 43′ 23.8′′,4.58,−0.82,391,M3III,variable
Draco,Pi Draconis,π,58,,182564,95081,19h 20m 40.07s,+65° 42′ 51.9′′,4.60,0.41,225,A2IIIs,
Draco,Omicron Draconis,ο,47,,175306,92512,18h 51m 12.01s,+59° 23′ 17.8′′,4.63,−0.34,322,K0II-III SB,RS CVn variable
Draco,Sigma Draconis,σ,61,,185144,96100,19h 32m 20.59s,+69° 39′ 55.4′′,4.67,5.87,19,K0V,"Alsafi, Athafi; nearby"
Draco,Omega Draconis,ω,28,,160922,86201,17h 36m 57.09s,+68° 45′ 25.9′′,4.77,2.92,76,F5V,
Draco,45 Draconis,d,45,,171635,90905,18h 32m 34.52s,+57° 02′ 44.2′′,4.77,−4.96,2885,F7Ib,
Draco,42 Draconis,,42,,170693,90344,18h 25m 58.99s,+65° 33′ 48.8′′,4.82,−0.12,317,K2III,"Fafnir,3] has a planet ([b )"
Draco,Upsilon Draconis,υ,52,,176524,92782,18h 54m 23.77s,+71° 17′ 49.5′′,4.82,−0.30,344,K0III,Shǎobì (少弼)[2]
Draco,18 Draconis,g,18,,151101,81660,16h 40m 55.12s,+64° 35′ 20.7′′,4.84,−1.76,681,K1p,
Draco,HD 151613,,,,151613,82020,16h 45m 17.79s,+56° 46′ 54.1′′,4.84,2.70,87,F2V,spectroscopic binary
Draco,HD 91190,,,,91190,51808,10h 35m 05.59s,+75° 42′ 46.7′′,4.86,0.38,257,K0III,
Draco,Nu Draconis,ν2,25,,159560,85829,17h 32m 15.88s,+55° 10′ 22.1′′,4.86,2.43,100,Am,Kuma; component of the ν Dra system
Draco,19 Draconis,h,19,,153597,82860,16h 56m 01.36s,+65° 08′ 04.8′′,4.88,3.99,49,F6Vvar,
Draco,Nu Draconis,ν1,24,,159541,85819,17h 32m 10.42s,+55° 11′ 02.8′′,4.89,2.48,99,Am...,Kuma; component of the ν Dra system
Draco,Mu Draconis,μ,21,,154905,83608,17h 05m 20.18s,+54° 28′ 11.5′′,4.91,2.76,88,F5,"Arrakis, Errakis, Al Rakis; double star"
Draco,HD 175535,,,,175535,92689,18h 53m 13.54s,+50° 42′ 29.8′′,4.92,−0.15,337,G8III,
Draco,15 Draconis,A,15,,149212,80650,16h 27m 59.05s,+68° 46′ 05.0′′,4.94,−0.95,491,A0III,
Draco,6 Draconis,,6,,109551,61384,12h 34m 44.07s,+70° 01′ 18.4′′,4.95,−1.17,546,K2III,
Draco,CL Dra,,,CL,143466,78180,15h 57m 47.59s,+54° 44′ 58.2′′,4.96,2.31,110,F0IV,δ Sct variable
Draco,39 Draconis,b,39,,170073,90156,18h 23m 54.65s,+58° 48′ 02.1′′,4.98,1.17,188,A3V,
Draco,36 Draconis,,36,,168151,89348,18h 13m 53.36s,+64° 23′ 49.9′′,4.99,3.14,77,F5V,
Draco,54 Dra,,54,,180610,94490,19h 13m 55.16s,+57° 42′ 18.9′′,5.00,1.52,162,K2III,
Draco,CQ Dra,,4,CQ,108907,60998,12h 30m 06.76s,+69° 12′ 04.5′′,5.01,−1.25,581,M3IIIa,cataclysmic variable
Draco,30 Dra,,30,,162579,87212,17h 49m 04.33s,+50° 46′ 50.0′′,5.02,0.90,217,A2V,
Draco,35 Dra,,35,,163989,87234,17h 49m 26.94s,+76° 57′ 44.2′′,5.02,2.49,105,F6IV-Vs,
Draco,,,,,169305,89981,18h 21m 32.68s,+49° 07′ 17.3′′,5.02,−1.80,755,M2III,
Draco,46 Dra,c,46,,173524,91755,18h 42m 37.96s,+55° 32′ 21.8′′,5.03,−0.21,364,B9.5p...,
Draco,17 Dra,,17,,150117,81292,16h 36m 13.73s,+52° 55′ 27.7′′,5.07,−0.36,397,B9V,
Draco,27 Dra,f,27,,159966,85805,17h 31m 57.89s,+68° 08′ 04.9′′,5.07,0.95,217,K0III,
Draco,59 Dra,,59,,180777,94083,19h 09m 09.75s,+76° 33′ 38.9′′,5.11,2.93,89,A9V,
Draco,53 Dra,,53,,180006,94302,19h 11m 40.52s,+56° 51′ 32.7′′,5.13,0.03,341,G8III,
Draco,AF Dra,,73,AF,196502,101260,20h 31m 30.40s,+74° 57′ 16.8′′,5.18,−0.35,417,A0p...,α2 CVn variable
Draco,2 Dra,,2,,100696,56583,11h 36m 02.62s,+69° 19′ 23.7′′,5.19,0.84,242,K0III,
Draco,,,,,141653,77277,15h 46m 39.95s,+62° 35′ 58.9′′,5.19,0.59,272,A2IV,
Draco,64 Draconis,e,64,,190544,98583,20h 01m 28.53s,+64° 49′ 15.6′′,5.22,−0.97,564,M1III,
Draco,8 Draconis,,8,IR,112429,63076,12h 55m 28.56s,+65° 26′ 18.8′′,5.23,2.93,94,A5n,Taiyi; IR Dra; γ Doradus variable
Draco,26 Draconis,,26,,160269,86036,17h 34m 59.25s,+61° 52′ 33.0′′,5.23,4.49,46,G0V,
Draco,,,,,174980,92056,18h 45m 46.76s,+74° 05′ 07.3′′,5.25,0.19,335,K0II-III,
Draco,,,,,148293,80161,16h 21m 48.74s,+69° 06′ 33.9′′,5.26,0.48,294,K2III,
Draco,,,,,150449,81437,16h 38m 00.46s,+56° 00′ 55.4′′,5.28,0.78,259,K1III,
Draco,3 Dra,,3,,101673,57111,11h 42m 28.43s,+66° 44′ 41.3′′,5.32,−1.15,643,K3III,
Draco,,,,,199437,102599,20h 47m 33.56s,+80° 33′ 08.5′′,5.36,−0.09,401,K1III,
Draco,9 Dra,,9,,113092,63432,12h 59m 55.28s,+66° 35′ 50.3′′,5.37,−0.87,577,K2III,
Draco,,,,,147232,79804,16h 17m 15.34s,+59° 45′ 17.9′′,5.37,−1.15,657,M4IIIa,
Draco,50 Dra,,50,,175286,92112,18h 46m 22.26s,+75° 26′ 01.7′′,5.37,0.52,304,A1Vn,
Draco,,,,,171779,91013,18h 33m 56.70s,+52° 21′ 12.6′′,5.38,−1.56,795,K0III,
Draco,75 Dra,,75,,196787,100965,20h 28m 14.45s,+81° 25′ 21.6′′,5.38,−0.35,456,G9III,
Draco,LV Dra,,,LV,177003,93299,19h 00m 13.67s,+50° 32′ 00.5′′,5.39,−1.02,623,B2.5IV,α2 CVn variable
Draco,51 Dra,,51,,178207,93713,19h 04m 55.17s,+53° 23′ 47.8′′,5.40,0.25,349,A0Vn,
Draco,66 Dra,,66,,191277,98962,20h 05m 32.73s,+61° 59′ 42.9′′,5.40,1.77,174,K3III,
Draco,7 Draconis,,7,,111335,62423,12h 47m 34.34s,+66° 47′ 25.1′′,5.43,−1.46,778,K5III,Tianyi
Draco,Psi2 Draconis,ψ2,34,,164613,87728,17h 55m 11.14s,+72° 00′ 18.5′′,5.43,−1.30,723,F2.5II-III,
Draco,,,,,145454,78893,16h 06m 19.73s,+67° 48′ 35.9′′,5.44,0.82,273,A0Vn,
Draco,,,,,107193,60044,12h 18m 50.07s,+75° 09′ 38.0′′,5.47,0.73,289,A1V,
Draco,,,,,131507,72664,14h 51m 26.57s,+59° 17′ 37.1′′,5.48,−0.18,442,K4III,
Draco,,,,,175225,92549,18h 51m 35.00s,+52° 58′ 28.3′′,5.51,3.43,85,G9IVa,
Draco,49 Dra,,49,,177249,93340,19h 00m 43.47s,+55° 39′ 29.9′′,5.51,−0.40,495,G5IIbCN...,
Draco,16 Dra,,16,,150100,81290,16h 36m 11.43s,+52° 53′ 59.9′′,5.53,0.09,400,B9.5Vn,
Draco,,,,,156295,84183,17h 12m 32.56s,+62° 52′ 27.2′′,5.54,2.44,136,F0IV,
Draco,AC Dra,,,AC,194258,100261,20h 20m 05.98s,+68° 52′ 48.9′′,5.59,−1.01,681,M5III,variable
Draco,,,,,176598,92969,18h 56m 25.74s,+65° 15′ 29.4′′,5.62,0.70,314,G8III,
Draco,,,,,158460,85290,17h 25m 41.36s,+60° 02′ 54.0′′,5.65,0.56,340,A1Vn,
Draco,,,,,172340,90647,18h 29m 44.96s,+77° 32′ 49.5′′,5.65,−0.17,475,K4III,
Draco,,,,,148374,80309,16h 23m 47.19s,+61° 41′ 47.0′′,5.67,0.16,412,G8III,
Draco,48 Dra,,48,,176408,92997,18h 56m 45.08s,+57° 48′ 54.0′′,5.67,0.95,286,K1III,
Draco,,,,,157681,84950,17h 21m 45.35s,+53° 25′ 13.5′′,5.69,−0.60,591,K5III,
Draco,,,,,194298,100357,20h 21m 11.52s,+63° 58′ 48.3′′,5.69,−1.07,733,K5III,
Draco,68 Draconis,,68,,192455,99500,20h 11m 34.74s,+62° 04′ 42.1′′,5.70,2.26,159,F5V,
Draco,DE Dra,,71,DE,193964,100221,20h 19m 36.70s,+62° 15′ 26.7′′,5.71,0.39,378,B9V,spectroscopic binary
Draco,HD 106574,,,,106574,59746,12h 15m 08.53s,+70° 12′ 00.3′′,5.72,−0.06,468,K2III,has a planet
Draco,,,,,137443,75260,15h 22m 38.43s,+63° 20′ 30.0′′,5.72,0.39,380,K4III,
Draco,,,,,128000,71111,14h 32m 30.93s,+55° 23′ 53.0′′,5.74,−0.63,612,K5III,
Draco,,,,,138852,75974,15h 30m 55.91s,+64° 12′ 30.6′′,5.74,0.79,318,K0III-IV,
Draco,41 Dra,,41,,166866,88136,18h 00m 09.07s,+80° 00′ 13.7′′,5.74,2.12,173,K2Vvar,spectroscopic binary
Draco,,,,,172728,91315,18h 37m 33.51s,+62° 31′ 35.3′′,5.74,0.16,426,A0V,
Draco,DQ Dra,,,DQ,148330,80375,16h 24m 25.33s,+55° 12′ 18.2′′,5.75,0.50,366,A2svar...,α2 CVn variable
Draco,HD 161693,,,,161693,86782,17h 43m 59.17s,+53° 48′ 06.16′′,5.76,0.24,457,A0V,Alruba
Draco,76 Dra,,76,,199095,102208,20h 42m 35.10s,+82° 31′ 52.0′′,5.75,0.55,358,A0V,
Draco,,,,,139493,76376,15h 35m 57.08s,+54° 37′ 50.0′′,5.77,1.38,246,A2V,
Draco,Mu Draconis,μ,21,,154906,,17h 05m 19.70s,+54° 28′ 13.0′′,5.80,,,,component of the μ Dra system
Draco,,,,,142531,77738,15h 52m 16.58s,+55° 49′ 35.7′′,5.81,0.60,359,G8III:,
Draco,Psi1 Draconis,ψ1,31,,162004,86620,17h 41m 58.04s,+72° 09′ 27.3′′,5.81,4.07,73,G0V,"component of the ψ1 Dra system, has a planet"
Draco,,,,,175824,92822,18h 54m 47.17s,+48° 51′ 35.0′′,5.84,2.22,173,F3III,
Draco,,,,,119476,66798,13h 41m 29.82s,+64° 49′ 20.8′′,5.85,1.69,221,A2V,
Draco,,,,,139778,76509,15h 37m 32.04s,+54° 30′ 31.6′′,5.85,0.66,355,K1III:,
Draco,,,,,141675,77370,15h 47m 37.91s,+55° 22′ 35.8′′,5.85,1.34,260,A3m,
Draco,,,,,161178,86219,17h 37m 08.84s,+72° 27′ 20.7′′,5.87,0.91,321,G9III,
Draco,,,,,138265,75696,15h 27m 51.44s,+60° 40′ 12.8′′,5.90,−0.41,595,K5III,
Draco,,,,,187340,97122,19h 44m 18.40s,+69° 20′ 13.6′′,5.90,0.24,442,A2III,
Draco,,,,,133388,73507,15h 01m 27.11s,+60° 12′ 15.9′′,5.91,0.91,327,A4V,
Draco,CX Dra,,,CX,174237,92133,18h 46m 43.08s,+52° 59′ 16.7′′,5.91,−3.21,2173,B2.5V,γ Cas variable; Be star
Draco,,,,,182190,95038,19h 20m 16.00s,+57° 38′ 42.4′′,5.91,−1.25,881,M1III,
Draco,HD 193664,,,,193664,100017,20h 17m 30.63s,+66° 51′ 10.7′′,5.91,4.69,57,G3V,
Draco,,,,,149650,80991,16h 32m 25.66s,+60° 49′ 24.0′′,5.92,0.86,335,A2V,
Draco,,,,,144204,78542,16h 02m 05.56s,+52° 54′ 57.6′′,5.93,−1.07,819,K5III,
Draco,,,,,141472,77272,15h 46m 34.88s,+55° 28′ 28.6′′,5.94,−1.58,1042,K3III,
Draco,37 Dra,,37,,168653,89448,18h 15m 17.05s,+68° 45′ 21.5′′,5.96,1.26,284,K1III:,
Draco,74 Dra,,74,,196925,101082,20h 29m 27.31s,+81° 05′ 26.7′′,5.96,1.96,205,K0III+...,
Draco,HD 139357,,,,139357,76311,15h 35m 16.22s,+53° 55′ 19.7′′,5.97,0.55,396,K4III:,has a planet (b )
Draco,,,,,167042,89047,18h 10m 31.53s,+54° 17′ 09.4′′,5.97,2.48,163,K1III,
Draco,,,,,137389,75256,15h 22m 37.25s,+62° 02′ 49.8′′,5.99,0.24,461,A0sp...,
Draco,,,,,113049,63340,12h 58m 47.30s,+75° 28′ 20.9′′,6.00,0.17,477,K0III,
Draco,,,,,161193,86561,17h 41m 21.81s,+51° 49′ 05.5′′,6.00,0.96,332,K0III:,
Draco,,,,,172883,91525,18h 39m 52.81s,+52° 11′ 45.7′′,6.00,−0.19,563,A0p...,
Draco,HD 113337,,,,113337,63584,13h 01m 47.15s,+63° 36′ 36.6′′,6.01,3.14,122,F6V,has a planet[4]
Draco,,,,,173949,91915,18h 44m 18.27s,+61° 02′ 53.1′′,6.02,0.78,364,G7IV,
Draco,,,,,153956,83138,16h 59m 21.57s,+56° 41′ 18.6′′,6.04,1.24,297,K1III:,
Draco,,,,,184102,95167,19h 21m 40.24s,+79° 36′ 10.4′′,6.06,1.18,309,A3V,
Draco,,,,,184958,95978,19h 31m 00.29s,+70° 59′ 21.3′′,6.06,−0.35,623,K2,
Draco,,,,,172569,91196,18h 36m 13.25s,+65° 29′ 18.7′′,6.07,1.79,234,F0V,
Draco,,,,,83727,48017,09h 47m 18.14s,+79° 08′ 12.2′′,6.09,0.56,416,F0V:,
