,episode no.,speaker,dialouge
4217,16,Beth,": Please don’t do this, please don’t do this! Summer!"
4218,16,Jerry,": Summer, listen carefully. I stole a paper clip and I have it in my cheek but I don’t know what to do with it and it hurts."
4219,16,Summer,: You’re going to be ok! (ties another balloon to them) You will come back as babies!
4220,16,Jerry,: I AM a baby! I’m a baby NOW!
4221,16,Morty,: Hello? Is anybody here? (looks through the studio window and sees the President tied up) Mr. President!
4222,16,President,: This is Bluebird. Code tango-niner-alpha. Abort launch. Abort! Hello? (releases button) He’s blocked me out.
4223,16,Morty,": Sir, I need to get to the stage and help Rick get schwifty!"
4224,16,President,": It won’t matter how schwifty you get, Morty. The General’s got nukes set to launch halfway through Earth’s song!"
4225,16,Morty,: Oh my God! C-c-can you fly a Blackhawk?
4226,16,President,: Can the Pope’s d*** fit through a donut?
4227,16,Morty,": Uhhh, I’m not sure?"
4228,16,President,: Exactly!
4229,16,Cromulon, SHOW ME WHAT YOU GOT.
4230,16,Rick,": Ahem. (starts a low-key, bouncy song) Uhhh… lop-oo-lop-oo-lop-oo-dups, nop-oo-nop-oo-nop-oo-nuts."
4231,16,Principal Vagina, Headward free now to rise!
4232,16,Mr. Goldenfold,: Hey! Look at the heads! Looks like the heads are gettin’ angry!
4233,16,President,": I’m really bad at this, Morty! There are way too many buttons on this thing!"
4234,16,Morty,": Mr. President, if I’ve learned one thing today, it’s that sometimes, you have to not give a f***!"
4235,16,Rick,": Nup-oo-nup-oo-nup-oo-nups… ooh, tough crowd."
4236,16,Principal Vagina, I’m sure that has… that has nothing to do with this.
4237,16,Summer,: The heads are displeased! (She jumps and grabs Beth and Jerry’s legs.)
4238,16,Ethan, Summer! (He jumps and grabs her.)
4239,16,Rick,: Morty!
4240,16,Mr. Goldenfold,: The heads love this! They love it when we DON’T kill the Smith family!
4241,16,Principal Vagina, No! Stop that! You’re not allowed to interpret the will of the heads!
4242,16,President,: Call off the nuclear strike! This is the President. Stop the nuclear missile launch!
4243,16,Nathan,: Just launch the missiles!
4244,16,Cromulon, BOO! NOT COOL!
4245,16,Principal Vagina, I’m the only one that speaks to the heads!
4246,16,Cromulon, DISQUALIFIED!
4247,16,Mr. Goldenfold,: The heads disqualified Vagina! Get him!
4248,16,Cromulon, DISQUALIFIED! DISQUALIFIED!
4249,16,All, Ice-T?
4250,16,Ice-T," That’s right, it’s me, Ice-T! I care now! You made me care more! With all due respect, I’d like to hear what Rick and Morty have to play."
4251,16,Morty,": What do you say, Rick?"
4252,16,Rick,: I say… (grabs mic) Let’s do it!
4253,16,Rick,: All right!
4254,16,Morty,: Ohhhh yeahhhh!
4255,16,Rick,": Come on, here we go!"
4256,16,Morty,: Ohhhh yeahhhh!
4257,16,Rick,: Say it with me!
4258,16,All," Head bent over

Raised up posterior

Head bent over (ahh yeah)

Raised up posterior"
4259,16,Principal Vagina, Ohhh my GOOOOODDDD!!!
4260,16,All," Head bent over (yeah)

Raised up posterior (oh yeah)

Head bent over (oh yeah)

(Raised up posterior!)"
4261,16,Cromulon," After 988 seasons of Planet Music, the Cromulons have decided to declare Earth the final winner and bring our musical reality show to a conclusion. Goodbye!"
4262,16,All," Yeah, we did it!"
4263,16,Mr. Goldenfold,: Did he just say “musical reality show”?
4264,16,Jerry,": Yeah, it’s possible that we may have been correlating some things that weren’t actually related at all."
4265,16,Principal Vagina, HEEEEELLLLPPPP!!!!!
4266,16,Beth,: We should go get him.
4267,16,President,": I hope I can call on you again if we need you, Morty."
4268,16,Morty,: Sure thing! And I was kinda hoping that I could get a selfie with you?
4269,16,President,": Actually, if you try to tell anyone what happened here, we’ll deny it and probably worse."
4270,16,Morty,: Understood.
4271,16,Nathan,: DIIIIEEEE!!!!
4272,16,President,: Why didn’t he turn into a snake?
4273,16,Rick,": Trade secret, Mr. President. Particle beam in a wristwatch… snake holster on the leg."
4274,16,President,: I love this man!
4275,16,Ice-T," Magnesium-J, Hydrogen-F. Father."
4276,16,Magnesium-J,: Word of your selfless acts on the Earth planet have travelled across the galaxy.
4277,16,Ice-T, I have changed. I am ready to rejoin my brethren on Alphabetrium.
4278,16,Magnesium-J,: Very well. Your exile ends today!
4279,16,Magnesium-J,: Welcome home... Water-T.
4280,16,Purple-P,: The Numbericons! They’re attacking!
4281,16,Magnesium-J,: Battle stations!
4282,16,Water-T,: Father!
4283,16,Magma-Q,: I love you son. I should have never turned you to ice. (He dies.)
4284,16,Magnesium-J,": Water-T, where are you going? There’s too many of them!"
4285,16,Water-T,: Then I better crunch the numbers.
4286,17,Morty," Geez, I can't believe we found a version of Earth with a "
4287,17,Summer," I can't believe the things this reality considers PG-13
"
4288,17,Morty:," Yeah, I'm pretty jealous.
"
4289,17,Rick," Don't be Morty, there are pros and cons to every reality, fun facts about this one; it's got giant telepathic spiders, eleven 9/11's, aaaand "
4290,17,Summer:," Shut up!
"
4291,17,Rick:, We're gonna go get some ice-
4292,17,Rick:," Oh great.
"
4293,17,Morty:," Oh boy. W-what's wrong Rick, is it the quantum carburettor or something?
"
4294,17,Rick:," Quantum carburettor? Jesus Morty; you can't just add a sci fi word to a car word and hope it means something. Huh, it looks like something's wrong with the microverse battery - we're going to have to go inside.
"
4295,17,Morty:," Uhm. Go inside what?
"
4296,17,Rick:, The 
4297,17,Summer:," Wait! You can't leave me here!
"
4298,17,Rick:," You'll be fine. Ship, keep Summer safe.
"
4299,17,Ship:," Keep. Summer. Safe.
"
4300,17,Summer:," Egh, wonderful.
"
4301,17,Man:," Hey, excuse me, hello?
"
4302,17,Summer:," Uhmm...
"
4303,17,Man:, What you think you're better than me? Nobody's better than 
4304,17,Summer:," Agh! Aghaaaa!
"
4305,17,Ship:," Keep. Summer. Safe.
"
4306,17,Thinner Man:," Hey man, what the hell! That was my daughter's paediatrician!
Uagha!
"
4307,17,Summer:," No! Stop, don't kill him!
"
4308,17,Ship:," Confirmed.
"
4309,17,Thinner Man:, Uaghuu. Ugh. Uh. Oh God! I can't feel my legs! Help! 
4310,17,Ship:," Summer is safe.
"
4311,17,Summer:," I don't feel safe.
"
4312,17,Ship:," Confirmed.
"
4313,17,Thinner Man:," Oh God help me! Help me! help me please! You can help me.
"
4314,17,Morty:," Oh man. Where are we Rick?
"
4315,17,Rick:," Morty, remember eight seconds ago when -burp- when you said 'go inside what' and I said 'the battery' and then we showed up here?
"
4316,17,Rick,": Morty, remember eight seconds ago when [Burps] when you said, ""Go inside what?"" And I said, ""The battery""? And then we showed up here, and I wasn't like, ""Whoa, this is unexpected. This is not what I was expecting, Morty. What a perplexing mystery this is.""
"
4317,17,Morty,": All right, all right. We're inside the battery. I get it. You don't have to bust my balls.
"
4318,17,Rick,": Huh, this isn't right. This pipe's supposed to be sending 20 terawatts of juice up to the engine, Morty.
"
4319,17,Rick,": Instead we've got... zero? Now what are these people doing?
"
4320,17,Morty,": W-w-w-whoa, people? [Groans]
"
4321,17,Rick,": It's time for some hands-on engine repair.All right, Morty, hold on to something.
"
4322,17,Morty,": Whoa!
"
4323,17,Morty,": Holy crap! I thought we were inside your car battery, Rick. T-t-this is like a whole p-planet or something.
"
4324,17,Rick,": Thanks, Morty. I'm pretty proud of this bad boy. Check it out.
"
4325,17,Rick,": I put a spatially tessellated void inside a modified temporal field until a planet developed intelligent life. I then introduced that life to the wonders of electricity, which they now generate on a global scale. And, you know, some of it goes to power my engine and charge my phone and stuff. 
"
4326,17,Morty,": You have a whole planet sitting around making your power for you? That's slavery.
"
4327,17,Rick,": It's society. They work for each other, Morty. They pay each other. They buy houses. They get married and make children that replace them when they get too old to make power. 
"
4328,17,Morty,": That just sounds like slavery with extra steps.
"
4329,17,Rick,": Ooh-la-la, someone's gonna get laid in college.
"
4330,17,Anchor,": It appears we are being revisited by the alien known as Rick, who once gave our world the gift of gooble box technology, which, when stomped on, generates electricity, powering our homes and businesses, improving our daily lives, while safely removing the dangerous waste power to a special disposal volcano. But why has Rick returned? And what will he say when he hears the big news? Let's find out.
"
4331,17,Morty,": You need to tell these people they're in a battery, Rick. It's messed up. There's caterers down there. Th-th-they're setting up chafing dishes.
"
4332,17,Rick,": Would you relax, Morty? There's nothing dishonest about what we're doing. Now slap on these antennae. These people need to think we're aliens.
"
4333,17,Morty,": What? Why?
"
4334,17,Rick,": Obviously [burps] you really [burps] know nothing about car repair.
"
4335,17,Rick,": Wait for the ramp, Morty. They love the slow ramp. Really gets their dicks hard when they see this ramp just slowly extending down.
"
4336,17,Rick,": Greetings!
"
4337,17,Rick,": Morty, you got to flip them off. I told them it means ""Peace among worlds."" How hilarious is that?
"
4338,17,Rick,": Coming through. Two real aliens walking through here.
"
4339,17,Mr.President:," Rick, our alien friend.
"
4340,17,Rick,": Uh, Mr. President, um, couldn't help but notice that you were having problems generating power.
"
4341,17,Mr.President,": That's correct. [Chuckles] We've evolved. Our most brilliant scientist, Zeep Xanflorp, has developed a source of energy that makes gooble boxes obsolete. 
"
4342,17,Rick,": [Straining] I would love to see it.
"
4343,17,Mr.President,": Fuck you.
"
4344,17,Rick,": What did you say to me?!
"
4345,17,Mr.President,": ""Fuck you."" Y-you told me it means ""much obliged"".
"
4346,17,Rick,": Oh. Right. Uh, b-blow me.
"
4347,17,Mr.President,": No, no, no. Blow me.
"
4348,17,Mr.President:," Zeep, you have an honored guest from beyond the stars.
"
4349,17,Zeep,": I said 12 quantum stabilizers, not 11. Fix it or it's your ass. Chris, I'm in the middle of something.
"
4350,17,Mr.President:," Zeep, is Rick-- The alien. Rick the alien. Rick the alien...
"
4351,17,Rick,": Really? You're gonna pull that move? I guided your entire civilization. Your people have a holiday named Ricksgiving. They teach kids about me in school.
"
4352,17,Zeep,": I dropped out of school. It's not a place for smart people.
"
4353,17,Morty,": Ohhhh, snap!
"
4354,17,Rick,": Listen to me, you arrogant little--
"
4355,17,Mr.President:," [Chuckling] R-Rick was hoping to see your new energy source. I think he could learn a lot from you, Zeep.
"
4356,17,Zeep,": Fine. It's hard for people to grasp, but inside that container is an infinite universe with a planet capable of generating massive amounts of power. I call it a miniverse.
"
4357,17,Rick,": [Coughs] Dumb [coughs] name.
"
4358,17,Zeep,": Excuse me?
"
4359,17,Rick,": [Clears throat] Nothing. I mean, it's hard for us to comprehend all this. Would it be possible for us to get some kind of tour of your miniverse from the inside?
"
4360,17,Zeep,": This isn't a fucking chocolate factory. I don't have time.
"
4361,17,Mr.President:," Didn't you say time goes more slowly in the miniverse relative to the real world?
"
4362,17,Zeep,": Yes, Chris. Thanks for reminding me of that. Great president. All right, let's go.
"
4363,17,Morty,": Whoa-oh!
"
4364,17,Zeep,": Hold on to something. I put an unbounded vacuum inside a temporal field until a world developed. I then introduced the people of this world to the wonders of electricity in the form of a device I call a flooble crank.		
"
4365,17,Zeep,": What they don't know is that 80% of every crank's energy output gets channeled out of the miniverse to be used by us. No more gooble boxes.
"
4366,17,Rick,": I got to tell you, Zeep, with no disrespect, I really think what you're doing here is unethical. It's not cool.		
"
4367,17,Morty,": What?!
"
4368,17,Rick,": Y-y-you got the people on this world slaving away [burps] making your power. I mean, that's what I call slavery.
"
4369,17,Zeep,": No, no, no, they work for each other in exchange for money, which they then--
"
4370,17,Rick,":  Well, that just sounds like slavery with extra steps.
"
4371,17,Zeep,": Eek barba dirkle, somebody's gonna get laid in college.
"
4372,17,Morty,": Rick, a word?
"
4373,17,Morty,": What the hell was that?				
"
4374,17,Rick,": I know. ""Eek barba dirkle""? That's a pretty fucked up ""ooh-la-la"".
"
4375,17,Morty,": No, what are you doing telling this guy that his miniverse is unethical? Do you not see the hypocrisy here?
"
4376,17,Rick,": Holy crap. You're right, Morty. Hypocrisy. Somewhere on this planet, there's got to be an arrogant scientist prick on the verge of microverse technology, which would threaten to make Zeep's flooble cranks obsolete, forcing Zeep to say microverses are bad, at which point he'll realize what a hypocrite he's being, his people will go back to stomping on their gooble boxes, and you and I will be on ice cream street, baby! Eating that motherfucking ice cream! Slurping, slurping, slurping it up. 
"
