show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Sentiment
s4526,Movie,Mo Amer: The Vagabond,Stan Lathan,Mo Amer,United States,"October 9, 2018",2018,TV-MA,57 min,Stand-Up Comedy,"Arab-American comedian Mo Amer recounts his life as a refugee comic, from traveling with the name Mohammed to his long path to citizenship.",Positive
s4527,Movie,Pulang,Kabir Bhatia,"Puteri Aishah, Remy Ishak, Alvin Wong",Malaysia,"October 8, 2018",2018,TV-14,119 min,"Action & Adventure, Dramas, International Movies","Thom tells her grandson about his grandfather, a sailor who left 61 years ago to seek his fortune, and asks him to find out what happened to her spouse.",Neutral
s4529,Movie,Seven in Heaven,Chris Eigeman,"Travis Tope, Haley Ramm, Jacinda Barrett, Gary Cole, Dylan Everett, Clark Backo, Vinson Tran, Paulino Nunes, Jeff Clarke",United States,"October 6, 2018",2018,PG-13,94 min,Horror Movies,Two teenagers step into a secret closet and emerge in a terrifying alternate reality. They must find their way back before the door shuts forever.,Negative
s4533,Movie,Malevolent,Olaf de Fleur,"Florence Pugh, Ben Lloyd-Hughes, Celia Imrie, James Cosmo, Scott Chambers, Georgina Bevan",United Kingdom,"October 5, 2018",2018,TV-MA,89 min,"Horror Movies, Thrillers","A brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very, very real.",Positive
s4534,Movie,Private Life,Tamara Jenkins,"Paul Giamatti, Kathryn Hahn, Kayli Carter, Molly Shannon, John Carroll Lynch, Denis O'Hare, Desmin Borges, Tracee Chimo, Siobhan Fallon Hogan, Emily Robinson",United States,"October 5, 2018",2018,R,124 min,"Comedies, Dramas, Independent Movies","Struggling to conceive, a couple in their 40s are almost out of options – until a sliver of hope arrives in the form of their visiting step-niece.",Neutral
s4538,Movie,The Black Prince,Kavi Raz,"Satinder Sartaaj, Shabana Azmi, Jason Flemyng, Amanda Root, Rup Magon, Sophie Stevens, Keith Duffy, David Essex, Leanne Joyce, Ranjit Singh Shubh","United Kingdom, India, United States","October 3, 2018",2017,PG-13,121 min,"Dramas, International Movies","After being exiled to England as a child, a Punjabi prince struggles to return to his homeland and his Sikh faith in this historical drama.",Neutral
s4539,Movie,Truth or Dare,Nick Simon,"Cassandra Scerbo, Brytni Sarpy, Mason Dye, Harvey Guillen, Luke Baines, Ricardo Hoyos, Alexxis Lemire, Christina Masterson, Heather Langenkamp",United States,"October 3, 2018",2017,TV-MA,88 min,Horror Movies,"A game of ""Truth or Dare"" among college friends on spring break turns deadly when a demon seems determined to use it to kill them all.",Negative
s4540,Movie,Death Race: Beyond Anarchy,Don Michael Paul,"Zach McGowan, Danny Glover, Frederick Koehler, Danny Trejo, Christine Marzano, Cassie Clare, Yennis Cheung, Lucy Aarden","United States, Bulgaria","October 2, 2018",2017,R,111 min,Action & Adventure,"An ex-racecar driver is sent to a barbaric prison where, to get pardoned, he must defeat the inmate known as Frankenstein in a lethal ""Death Race.""",Neutral
s4541,Movie,Eric ldle's What About Dick?,"Eric Idle, Aubrey Powell","Russell Brand, Billy Connolly, Tim Curry, Eric Idle, Eddie Izzard, Jane Leeves, Jim Piddock, Tracey Ullman, Sophie Winkleman",United States,"October 2, 2018",2012,TV-MA,81 min,"Comedies, Music & Musicals","In a madcap stage play from Monty Python icon Eric Idle, comic greats perform the decline and fall of the British Empire ... as told through a piano.",Positive
s4545,Movie,"Monty Python Live (Mostly): One Down, Five to Go",Eric Idle,"John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin",United Kingdom,"October 2, 2018",2014,TV-MA,137 min,Comedies,"Live from London in a sold-out final show, surviving members of the British comedy troupe reprise old roles and break out in irreverent song and dance.",Positive
s4546,Movie,Monty Python: Before the Flying Circus,Will Yapp,"Graham Chapman, Eric Idle, Terry Jones, Michael Palin, Terry Gilliam, John Cleese",United Kingdom,"October 2, 2018",2000,TV-MA,56 min,"Comedies, Documentaries","Discover how six seemingly ordinary but supremely talented men became Monty Python, sketch comedy's revolutionary comedy troupe.",Positive
s4548,Movie,Monty Python: Live at The Hollywood Bowl,"Terry Hughes, Ian MacNaughton","Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Neil Innes, Carol Cleveland",United Kingdom,"October 2, 2018",1982,R,80 min,Comedies,"Film clips and Terry Gilliam animations feature in this live-to-tape performance of greatest hits, including ""Travel Agent"" and ""Solo Wrestling.""",Positive
s4549,Movie,Monty Python: The Meaning of Live,"Roger Graef, James Rogan","John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Mike Myers, Graham Chapman, Stephen Hawking",United Kingdom,"October 2, 2018",2014,TV-MA,94 min,Documentaries,"From heyday to curtain call, this documentary offers a rare glimpse of the legendary Monty Python troupe as it stages live shows after a long hiatus.",Positive
s4553,Movie,Monty Python's Life of Brian,Terry Jones,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Terence Bayler, Carol Cleveland",United Kingdom,"October 2, 2018",1979,R,94 min,"Classic Movies, Comedies, Cult Movies","Born in a stable in Judea, Brian grows up to join a group of anti-Roman zealots, but his fate keeps getting confused with that of a certain carpenter.",Negative
s4555,Movie,Parrot Sketch Not Included: Twenty Years of Monty Python,Ian MacNaughton,"Steve Martin, John Cleese, Graham Chapman, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Carol Cleveland, Connie Booth",United Kingdom,"October 2, 2018",1989,TV-14,72 min,Comedies,"Presented by Steve Martin, this anthology draws from “Flying Circus” and “Fliegender Zirkus” to mark the 20th anniversary of the TV series.",Neutral
s4557,Movie,25 Kille,Simranjit Singh Hundal,"Guggu Gill, Yograj Singh, Sonia Mann, Jimmy Sharma, Sapna Bassi, Lakha Lakhwinder Singh, Sandeep Kaur Sandy, Sardar Sohi",India,"October 1, 2018",2016,TV-14,140 min,"Action & Adventure, Dramas, International Movies","Four brothers learn that they have inherited ancestral land, but must fight to claim it when a greedy feudal lord threatens to take it over.",Neutral
s4558,Movie,A Witches' Ball,Justin G. Dyck,"Morgan Neundorf, Karen Slater, Loukia Ioannou, Will Ennis, Renee Stein, Keith Cooper, Paul Mason, Lisa Scenna, Ashley Rogan",Canada,"October 1, 2018",2017,PG,91 min,Children & Family Movies,"Beatrix can't wait to be inducted as a witch, but an unfortunate incident threatens to take her pending title away if she doesn't act fast.",Negative
s4559,Movie,Agyaat,Ram Gopal Varma,"Adesh Bhardwaj, Rasika Dugal, Joy Fernandes, Ravi Kale, Ishtiyak Khan, Priyanka Kothari, Kali Prasad Mukherjee, Nitin Reddy, Gautam Rode, Howard Rosemeyer",India,"October 1, 2018",2009,TV-14,97 min,"Horror Movies, International Movies",A film crew shooting in a remote forested location begins losing members one by one to a mysterious entity that they cannot see or hear.,Negative
s4560,Movie,Anjaan,N. Linguswamy,"Suriya, Samantha Ruth Prabhu, Vidyut Jammwal, Manoj Bajpayee, Soori",India,"October 1, 2018",2014,TV-14,146 min,"Action & Adventure, Dramas, International Movies","Mild-mannered Krishna comes to Mumbai to search for his gang-leader brother, and quickly finds himself in way over his head.",Positive
s4561,Movie,Bathinda Express,Deep Joshi,"Deep Joshi, Jasmine Kaur, Mohit Bhaskar, Vijay S. Kumar, Prince Kanwaljit Singh, Tarlochan Singh, Harsh Sethi",India,"October 1, 2018",2016,TV-14,118 min,"Dramas, International Movies, Sports Movies",An ambitious young athlete endeavors to revive his floundering running career after falling prey to negative influences.,Positive
s4562,Movie,Delhi 6,Rakeysh Omprakash Mehra,"Abhishek Bachchan, Sonam Kapoor, Waheeda Rehman, Om Puri, Prem Chopra, Atul Kulkarni, Pavan Malhotra, Divya Dutta, Deepak Dobriyal, Sheeba Chaddha",India,"October 1, 2018",2009,TV-14,128 min,"Dramas, International Movies","In the ancient walled city of Delhi, an American-born Indian finds himself on an unexpected inner journey as he learns about himself and his roots.",Positive
s4563,Movie,Dev.D,Anurag Kashyap,"Abhay Deol, Mahie Gill, Kalki Koechlin, Sindbad Phgura, Ammo 'Too Sweet', Jimi the Quiff, Parakh Madan",India,"October 1, 2018",2009,TV-MA,137 min,"Dramas, International Movies, Romantic Movies","Because they come from different castes, the son of a tax collector and his true love are not allowed to marry, sending them down divergent paths.",Positive
s4564,Movie,Dil Vil Pyaar Vyaar,Manjeet Maan,"Gurdas Maan, Neeru Bajwa, Jassi Gill, Rajiv Thakur, Khushdeed Maan, Manav Vij, Raj Jhinger, Shruti Sodhi, Meher Vij",India,"October 1, 2018",2014,TV-PG,145 min,"International Movies, Music & Musicals, Romantic Movies","Agam Singh's brothers mean everything to him, so while he promises not to marry, he tries to get them to marry – but they want him to marry first.",Negative
s4566,Movie,Ek Main Aur Ekk Tu,Shakun Batra,"Kareena Kapoor, Imran Khan, Boman Irani, Ram Kapoor, Ratna Pathak Shah, Zenobia Shroff, Soniya Mehra, Akshat Verma, Dana Lewis, Rajesh Khattar",India,"October 1, 2018",2012,TV-14,106 min,"Comedies, International Movies, Romantic Movies",Bollywood stars Imran Khan and Kareena Kapoor pair up to play exceptionally dissimilar lovers in this lighthearted romantic comedy.,Positive
s4568,Movie,Haani,Amitoj Mann,"Sarabjit Cheema, Mahreen Kaleka, Harbhajan Mann, Anuj Sachdeva, Rupan Bal, Sonia Mann",India,"October 1, 2018",2013,TV-14,137 min,"Dramas, International Movies, Music & Musicals","When a man discovers that he can communicate with his grandfather's spirit, it leads to two love stories intertwining 50 years apart.",Positive
s4569,Movie,Happy Go Lucky,Amarpreet G S Chabbra,"Amrinder Gill, Harish Verma, Sumeet Sandhu, Gurpreet Guggi, B.N. Sharma, Praneet Bhatt, Kuldeep Sharma",India,"October 1, 2018",2014,TV-14,129 min,"Comedies, International Movies, Music & Musicals","Three sisters seem to be ideal brides for three brothers. But when the girls' father won't allow the marriages, the boys use trickery to pull it off.",Positive
s4570,Movie,Harishchandrachi Factory,Paresh Mokashi,"Nandu Madhav, Vibhawari Deshpande, Ambarish Deshpande, Mohit Gokhale, Dilip Joglekar, Dheeresh Joshi, Ketan Karande, Atharva Karve, Mayur Khandge, Sandip Pathak",India,"October 1, 2018",2009,TV-PG,99 min,"Dramas, International Movies","Against a backdrop of burgeoning social unrest, a neophyte filmmaker makes history in 1913 as the director of India's first feature-length film.",Positive
s4572,Movie,Jagga Jasoos,Anurag Basu,"Ranbir Kapoor, Katrina Kaif, Saurabh Shukla, Saswata Chatterjee, Rajatabha Dutta, Saravajeet Tiwari",India,"October 1, 2018",2017,TV-14,155 min,"Action & Adventure, Comedies, International Movies","An eccentric, self-proclaimed detective goes on an action-packed hunt for his missing father, with an awkward but adventurous journalist by his side.",Negative
s4573,Movie,Jatt James Bond,Rohit Jugraj,"Gippy Grewal, Gurpreet Guggi, Zarine Khan",India,"October 1, 2018",2014,TV-14,142 min,"Comedies, Dramas, International Movies","Shinda loves Laali but can't have her, so he and his friends come up with an elaborate plan to solve all their problems and win her.",Positive
s4574,Movie,Jodhaa Akbar,Ashutosh Gowariker,"Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood, Poonam Sinha, Suhasini Mulay, Ila Arun, Raza Murad, Kulbhushan Kharbanda, Abeer Abrar",India,"October 1, 2018",2008,TV-14,214 min,"Action & Adventure, Dramas, International Movies","In 16th-century India, what begins as a strategic alliance between a Mughal emperor and a Hindu princess becomes a genuine opportunity for true love.",Positive
s4575,Movie,Judge Singh LLB,Atharv Baluja,"Ravinder Grewal, B.N. Sharma, Sardar Sohi, Chandan Prabhakar, Anita Devgan, Harpal Singh, Hardeep Gill, Surbhi Mahendru",India,"October 1, 2018",2015,TV-PG,137 min,"Comedies, Dramas, International Movies","Framed by a politician for committing murder, a lower-class boy hires the only counsel he can afford: a lawyer with no courtroom experience.",Neutral
s4576,Movie,Kaminey,Vishal Bhardwaj,"Shahid Kapoor, Priyanka Chopra, Deb Mukherjee, Shivkumar Subramaniam, Chandan Roy Sanyal, Hrishikesh Joshi, Amole Gupte, Patricia Bull, Carlos Paca, Eric Santos",India,"October 1, 2018",2009,TV-14,128 min,"Dramas, International Movies, Music & Musicals","A young man pursues his dreams of wealth by breaking the law, while his twin brother tries to better his life through hard work and honesty.",Positive
s4577,Movie,Khido Khundi,Rohit Jugraj,"Ranjit Bawa, Mandy Takhar, Manav Vij, Elnaaz Norouzi, Mahavir Bhullar, Guggu Gill, Seema Kaushal, Sukhbir Singh",India,"October 1, 2018",2018,TV-14,151 min,"Dramas, International Movies, Sports Movies",An embittered former hockey star must engage with the sport again to help his brother assemble a team for a momentous match against the British.,Neutral
s4578,Movie,Khoobsurat,Shashanka Ghosh,"Sonam Kapoor, Fawad Khan, Kiron Kher, Ratna Pathak Shah, Amir Raza Hussain, Ashok Banthia, Kaizaad Kotwal, Rishabh Chaddha",India,"October 1, 2018",2014,TV-14,121 min,"Comedies, International Movies, Romantic Movies",A free-spirited doctor is hired to assist an injured king and winds up challenging his family's tradition-bound lifestyle as she falls for his son.,Positive
s4579,Movie,Kisaan,Puneet Sira,"Jackie Shroff, Arbaaz Khan, Sohail Khan, Diya Mirza, Nauheed Cyrusi, Sharat Saxena, Dalip Tahil, Vishwajeet Pradhan, Sarfaraz Khan",India,"October 1, 2018",2009,TV-14,101 min,"Action & Adventure, Dramas, International Movies",A bitter family battle ensues between a father and his sons when a businessman makes a deal that entices farmers to sell off their properties.,Negative
s4580,Movie,Kismat Konnection,Aziz Mirza,"Shahid Kapoor, Vidya Balan, Juhi Chawla, Om Puri, Vishal Malhotra, Karanvir Bohra, Amit Varma",India,"October 1, 2018",2008,TV-14,145 min,"Comedies, Dramas, International Movies","A man finds his lucky charm in the form of a woman whom he had once clashed with on every level, but on whose presence he must now rely to succeed.",Positive
s4581,Movie,Kurbaan,Renzil D'Silva,"Kareena Kapoor, Saif Ali Khan, Om Puri, Diya Mirza, Vivek Oberoi, Kulbhushan Kharbanda, Kiron Kher, Rupinder Nagra, Nauheed Cyrusi",India,"October 1, 2018",2009,TV-14,147 min,"International Movies, Thrillers","When a young Indian couple moves to the American suburbs, they are shocked to discover that they've become enmeshed in a secret terrorist plot.",Negative
s4582,Movie,Lock,Smeep Kang,"Gippy Grewal, Gurpreet Guggi, Smeep Kang, Geeta Basra, Karamjit Anmol, Harpal Singh, Vikram Grover, Priyanka Sharma",India,"October 1, 2018",2016,TV-14,90 min,"Dramas, International Movies","A disillusioned rickshaw driver in Punjab dreams of moving to Dubai, but his plan to butter up his would-be benefactor goes horribly wrong.",Negative
s4583,Movie,Luv Shuv Tey Chicken Khurana,Sameer Sharma,"Kunal Kapoor, Huma Qureshi, Rajesh Sharma, Vipin Sharma, Dolly Ahluwalia, Vinod Nagpal, Rahul Bagga, Rajendra Sethi, Munish Makhija, Herry Tangri",India,"October 1, 2018",2012,TV-14,129 min,"Comedies, International Movies, Romantic Movies","Fleeing London to evade a gangland debt collector, Omi Khurana returns to his native village in India, passing himself off as a successful lawyer.",Positive
s4584,Movie,"Main, Meri Patni Aur Woh",Chandan Arora,"Rajpal Yadav, Rituparna Sengupta, Kay Kay Menon, Varun Bandola, Vinod Nagpal, Naseeruddin Shah",India,"October 1, 2018",2005,TV-PG,129 min,"Comedies, Dramas, International Movies","An ordinary-looking guy weds the woman of his dreams, but his jealousy threatens to destroy their union in this lighthearted tale of marital mismatch.",Negative
s4585,Movie,Manje Bistre,Baljit Singh Deo,"Gippy Grewal, Sonam Bajwa, Karamjit Anmol, Jaggi Singh, B.N. Sharma, Hobby Dhaliwal, Rana Ranbir, Sardar Sohi, Anita Devgan, Harby Sangha",India,"October 1, 2018",2017,TV-14,136 min,"Comedies, Dramas, International Movies","While prepping for a family wedding, a young man falls for his sister’s friend, who has already been promised to someone else.",Positive
