race	age	engnat	gender	hand	source	country	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	O1	O2	O3	O4	O5	O6	O7	O8	O9	O10
13	23	1	2	1	1	US	3	2	5	3	5	2	5	2	5	3	3	4	4	2	2	3	3	4	1	3	1	4	3	5	1	5	1	5	5	4	2	4	3	3	1	3	4	4	3	4	4	2	5	1	4	1	4	3	5	5
13	23	2	2	1	5	BD	2	1	5	3	3	1	2	1	5	5	1	1	5	1	5	5	2	1	3	5	2	2	1	5	4	5	4	3	5	5	3	1	2	2	5	1	3	1	5	5	3	3	5	1	3	1	3	2	3	2
1	49	1	2	1	2	US	3	4	4	2	3	2	3	4	1	4	3	3	2	3	2	2	2	2	3	2	1	3	1	5	1	4	3	4	5	4	4	1	4	1	5	1	5	1	5	4	4	2	3	2	3	2	4	1	4	4
4	24	2	2	1	1	IN	3	3	3	3	3	3	2	3	3	3	2	3	4	5	4	4	5	5	2	4	2	3	1	3	4	4	2	3	4	4	2	1	4	2	3	2	2	2	2	3	4	3	4	3	4	2	4	4	3	4
3	20	2	2	1	2	NO	2	1	4	2	4	2	4	4	4	4	4	3	4	2	5	4	2	3	4	4	2	3	3	4	2	5	2	2	4	3	4	4	4	3	2	4	4	1	3	3	5	1	5	1	4	1	5	4	5	4
3	14	1	2	1	1	GB	2	4	4	4	2	2	2	3	4	3	2	4	2	4	3	2	4	4	2	2	4	4	2	2	2	1	2	4	2	4	4	4	4	4	2	4	3	4	2	2	5	2	4	2	4	2	5	5	2	5
11	31	2	1	1	1	IN	5	1	4	2	3	1	3	5	4	3	4	2	4	1	2	4	4	4	4	4	2	4	4	4	2	5	2	4	4	5	2	4	3	3	2	2	2	2	2	2	5	2	4	2	4	2	4	4	4	4
3	53	1	2	1	2	US	4	2	5	2	5	1	4	2	5	4	1	5	4	4	1	1	2	2	2	2	1	5	1	5	1	4	1	5	5	5	5	1	5	1	5	1	5	1	5	5	4	1	4	1	5	1	5	4	5	5
11	49	1	2	2	1	US	3	3	3	3	3	2	4	3	3	3	4	2	5	1	4	4	5	5	3	5	2	4	2	4	2	4	2	4	3	3	3	2	4	3	1	2	4	3	3	3	5	1	5	1	4	1	3	5	4	5
3	71	1	1	1	2	GB	3	3	2	3	2	4	3	2	4	4	4	3	3	3	2	3	3	3	3	2	2	2	4	4	2	4	3	3	4	3	2	4	2	3	2	3	4	3	2	3	2	3	5	3	4	1	4	4	4	5
4	24	2	2	1	1	IN	5	2	5	2	4	2	4	4	4	4	3	4	4	2	2	2	4	2	2	2	1	5	1	4	3	5	1	5	4	4	4	3	4	2	3	4	4	2	4	4	4	2	5	2	4	1	4	2	4	4
13	46	1	2	1	1	US	3	5	5	1	5	1	5	3	5	1	2	1	2	2	1	1	1	1	2	1	1	5	1	5	2	5	1	5	5	5	2	1	5	1	5	1	5	1	3	5	2	1	4	3	5	1	3	1	4	4
3	25	1	2	1	2	US	3	2	4	3	4	2	4	2	4	2	4	2	5	4	2	2	2	2	2	1	1	4	1	2	3	4	2	4	1	3	5	1	4	1	4	1	5	1	5	4	3	1	4	1	4	2	5	3	5	5
3	50	2	1	1	1	SE	1	4	1	2	4	3	1	2	4	3	5	3	2	2	4	2	2	1	2	4	1	4	4	3	3	2	4	3	4	2	1	5	3	3	1	5	4	3	2	4	4	2	2	1	3	4	4	5	4	2
13	18	2	1	1	2	PK	5	5	1	1	5	1	5	5	1	5	5	1	4	1	5	5	5	5	1	5	1	1	5	1	5	1	1	1	1	1	1	1	5	5	3	5	5	5	5	5	1	5	1	5	1	5	1	1	5	1
11	37	2	2	1	5	US	3	4	4	3	4	4	3	3	3	3	2	4	4	4	1	1	2	1	1	1	4	4	1	5	2	5	3	5	5	5	4	2	5	2	5	1	4	1	2	4	3	3	4	3	3	2	3	1	3	3
3	30	2	2	1	1	FR	2	5	3	4	3	4	2	4	2	5	4	3	5	2	5	4	3	4	4	4	3	3	3	3	4	3	3	4	2	2	3	5	2	5	3	5	3	3	2	3	4	2	5	2	3	2	4	3	4	3
13	24	1	2	1	1	AE	4	1	5	1	5	1	3	2	5	4	5	3	5	1	5	5	3	2	2	5	5	5	2	5	1	5	1	5	5	5	3	4	4	3	2	4	2	3	1	4	4	1	5	1	5	1	4	3	5	5
5	42	1	2	1	1	US	5	1	5	1	5	2	4	1	5	4	3	3	3	3	3	4	3	2	3	2	4	5	2	5	1	4	1	2	4	4	3	3	4	2	3	4	3	1	3	5	4	2	4	2	4	1	4	2	3	5
3	22	1	2	1	1	US	1	4	3	4	3	3	1	5	2	4	3	4	4	4	2	2	3	3	2	2	1	4	1	5	3	4	1	3	4	3	4	2	5	2	2	2	5	2	5	3	3	3	3	3	3	3	3	1	4	3
3	50	1	2	1	1	GB	5	2	5	1	5	1	5	2	4	1	4	4	4	4	2	2	1	1	4	1	1	5	1	4	1	5	1	5	5	5	4	2	2	1	4	2	2	1	2	4	3	1	5	1	4	1	2	1	5	5
3	16	1	2	1	1	US	2	2	4	4	3	3	4	5	2	5	4	2	2	2	3	4	5	5	5	2	1	5	2	5	1	5	1	5	5	3	3	4	4	5	1	5	4	4	2	3	4	1	3	1	5	1	4	4	4	5
13	25	1	2	1	1	US	3	1	3	3	4	2	3	4	3	2	2	2	4	4	2	5	2	1	2	1	1	5	1	5	1	5	1	5	4	5	4	3	3	2	3	2	4	1	3	3	3	2	4	1	3	1	4	2	5	5
3	24	1	1	1	2	US	5	1	4	1	5	1	5	1	5	2	2	5	5	3	1	2	4	4	1	1	2	5	1	4	2	5	1	4	2	4	1	5	4	5	5	4	3	5	1	5	1	4	5	2	4	1	2	1	4	5
8	75	1	2	1	1	US	3	1	5	1	5	1	5	1	3	1	1	3	5	3	5	1	5	5	1	3	1	5	1	5	1	5	1	5	5	5	4	1	5	1	3	5	5	1	5	5	5	5	5	5	5	5	5	5	3	5
3	65	1	2	1	5	CA	3	1	5	3	5	3	5	3	3	2	3	5	3	1	1	2	1	1	3	1	1	5	1	5	1	5	1	5	5	5	4	4	4	1	3	3	4	1	4	5	5	1	3	2	3	5	4	3	5	3
3	20	1	2	1	1	GB	2	3	2	3	3	2	2	4	2	5	5	1	5	2	4	5	5	4	5	5	2	3	3	3	3	4	2	4	4	2	4	4	4	4	4	5	4	1	4	4	5	1	5	2	5	1	5	5	5	5
1	17	1	2	1	5	US	1	3	5	3	5	1	3	3	5	3	5	3	5	3	3	4	5	5	5	3	1	5	2	5	1	5	1	5	5	5	5	1	5	1	3	5	5	1	5	5	3	3	5	1	5	1	3	1	5	5
3	26	1	1	1	1	CA	4	2	3	3	2	1	1	2	4	3	2	4	2	2	1	2	4	4	5	5	2	2	5	3	4	4	4	3	3	3	3	4	3	1	1	2	4	4	4	3	5	2	4	2	4	1	4	4	4	4
3	21	2	2	1	5	GB	1	5	2	3	2	4	3	2	4	5	5	1	5	1	5	5	4	5	5	5	3	2	3	4	3	5	4	3	5	2	3	4	3	4	1	4	3	3	3	5	2	1	5	1	3	1	5	2	5	4
13	20	2	2	1	1	US	4	2	5	1	3	3	1	1	3	1	5	1	5	2	5	5	1	1	3	3	3	4	1	3	1	3	1	1	3	3	2	3	3	2	1	3	1	1	3	3	1	3	1	3	3	4	1	1	3	3
3	23	1	2	1	5	CA	3	3	4	3	3	2	3	4	4	4	3	4	3	3	4	3	3	2	3	3	2	4	2	5	2	4	2	4	4	4	5	2	4	2	3	5	5	3	3	3	4	3	3	3	3	3	3	2	4	3
3	43	1	1	1	1	US	1	2	4	2	4	2	2	4	2	5	2	2	4	4	4	3	2	3	4	4	1	4	1	4	2	4	2	5	3	2	4	4	4	2	3	2	4	1	4	5	5	2	3	2	4	2	4	2	5	4
3	36	2	1	1	2	DK	4	3	2	3	2	4	3	2	3	4	3	3	5	1	5	2	3	3	4	5	2	4	2	3	3	4	3	4	2	4	2	4	5	3	2	2	5	4	4	4	5	1	5	1	3	1	3	5	5	2
3	17	1	2	1	1	US	3	1	4	3	4	1	4	4	2	3	3	3	3	4	2	2	2	2	1	3	1	4	2	5	1	5	1	5	5	4	4	2	4	3	2	3	3	2	4	4	3	2	5	3	4	1	4	2	5	5
3	34	1	2	1	2	US	1	4	2	4	2	2	1	4	2	4	3	3	3	3	3	2	2	2	3	2	1	4	2	4	4	4	3	4	3	3	4	3	4	3	3	1	4	2	3	4	4	2	4	3	4	1	4	4	4	4
1	14	1	2	1	1	US	1	3	1	5	1	2	1	5	1	5	5	5	5	5	5	5	5	5	5	4	1	1	2	4	3	3	4	5	5	5	1	5	5	5	1	5	3	4	1	3	5	1	5	1	3	2	1	5	5	5
3	19	1	1	1	1	US	3	2	4	2	4	2	3	2	5	2	4	2	5	2	3	2	2	2	3	3	3	3	3	4	3	4	3	4	3	3	3	1	4	2	1	2	3	2	2	3	5	1	5	1	4	1	3	3	5	4
3	21	1	2	1	5	US	4	1	4	1	5	2	3	1	5	2	3	3	5	2	2	3	2	2	3	2	1	4	2	5	4	4	1	5	4	3	4	3	4	1	3	1	4	2	3	4	1	3	5	2	4	1	4	1	3	3
9	28	1	2	1	5	US	4	2	4	4	3	3	2	3	4	4	4	4	4	2	4	5	4	3	4	4	2	4	2	4	3	5	3	4	4	4	4	2	4	2	3	3	4	3	4	4	4	2	4	2	4	2	4	3	4	4
3	17	1	2	1	1	US	1	4	2	4	2	2	1	4	3	5	4	4	4	2	3	2	5	4	3	3	1	5	1	5	1	5	1	2	5	3	4	4	4	4	3	4	3	3	3	3	3	1	5	1	4	1	4	4	5	5
13	28	2	1	1	1	US	1	3	3	4	2	3	2	3	3	3	3	3	3	2	2	2	4	3	3	3	1	3	3	4	3	4	3	3	4	4	3	4	5	3	3	3	3	3	3	5	4	2	5	2	5	1	4	3	4	5
3	27	1	1	1	2	US	2	4	2	3	2	1	1	3	3	5	5	2	5	3	4	3	2	2	4	2	1	3	1	5	2	2	2	4	4	3	3	3	5	2	3	3	4	2	2	5	5	1	5	1	5	1	5	5	5	5
3	22	2	1	1	1	RS	3	2	3	2	4	4	2	2	4	2	5	3	2	4	3	4	2	1	4	4	4	3	5	1	4	3	4	3	4	4	3	5	3	4	1	2	2	2	4	5	2	2	5	2	5	2	1	1	5	4
1	14	1	2	1	2	US	4	1	4	2	3	1	4	2	5	2	4	2	5	1	1	3	5	4	1	5	1	3	1	5	1	5	2	5	5	5	2	5	5	3	3	5	2	3	2	3	4	1	5	1	3	1	4	4	5	5
3	35	2	1	1	2	CZ	2	2	4	4	4	2	2	4	3	3	2	4	2	3	3	2	3	3	2	3	3	4	2	4	2	3	2	3	4	3	3	3	2	3	2	3	3	2	2	5	4	1	5	1	4	1	5	3	3	5
9	19	1	1	1	2	US	2	5	2	4	2	4	2	5	2	5	3	3	3	2	4	2	2	2	3	4	2	5	1	5	1	5	1	5	5	4	4	2	4	1	5	1	3	1	5	4	4	2	5	3	4	1	5	1	5	5
3	14	1	2	2	5	GB	2	4	2	4	3	3	3	5	2	4	5	3	5	2	3	4	5	5	3	4	2	5	3	4	1	4	1	3	5	4	3	3	4	4	2	5	2	4	3	4	4	2	5	1	4	1	3	4	4	4
3	47	1	1	1	1	US	1	5	5	1	1	1	1	5	1	5	1	5	1	5	1	1	1	1	1	1	1	5	1	5	1	5	1	5	5	5	5	1	5	1	5	1	5	1	5	5	5	1	5	1	5	1	5	1	1	5
3	29	1	1	2	2	US	2	3	2	3	3	2	2	3	4	4	4	3	5	2	2	4	2	3	5	4	2	3	2	4	2	3	2	3	5	3	4	2	5	2	2	2	4	3	3	3	5	1	5	1	4	1	4	5	5	5
13	15	1	2	1	1	GB	2	5	2	4	2	4	1	5	1	5	4	4	4	2	3	3	3	2	4	4	1	3	1	3	2	5	2	4	5	4	3	4	3	2	1	4	2	3	3	3	3	3	3	2	3	2	5	2	3	2
13	32	2	2	1	2	BZ	1	2	2	2	1	2	2	1	2	3	5	1	2	2	1	5	5	4	5	3	2	1	2	2	2	5	3	4	3	3	2	2	2	2	1	2	5	1	3	3	1	2	2	3	2	3	3	3	3	3
3	60	1	2	1	2	US	4	2	5	2	5	2	4	2	5	2	2	4	2	4	2	2	3	2	2	1	1	5	1	4	1	4	1	4	4	5	2	3	3	3	3	4	4	3	2	3	4	1	5	2	4	1	4	4	4	5
11	49	1	2	1	2	PH	1	2	5	3	5	1	2	4	2	2	3	5	4	1	2	3	2	2	3	4	4	5	1	5	2	4	2	5	5	5	5	5	5	1	3	2	4	3	5	5	5	1	3	1	5	1	5	4	5	4
3	57	1	2	2	2	US	5	1	5	1	5	1	4	1	5	1	4	3	4	2	4	4	5	4	4	4	1	5	3	4	1	3	1	4	5	5	3	5	2	4	1	5	3	3	3	3	5	1	5	1	5	1	5	5	5	5
1	37	2	2	1	1	BR	3	1	4	4	4	1	4	2	4	1	4	4	4	2	2	2	2	2	2	2	2	4	2	4	2	4	2	4	4	4	4	2	4	2	4	1	4	3	4	3	5	2	5	1	4	2	4	4	5	5
3	17	1	2	1	5	AU	3	5	2	4	2	4	2	5	2	5	4	3	4	4	3	2	2	2	2	4	1	3	3	4	1	4	3	4	4	3	2	5	3	3	1	3	3	3	2	2	3	2	3	3	3	2	4	3	5	2
3	17	1	1	2	1	AU	3	3	3	2	4	2	3	4	4	5	4	3	4	2	3	4	5	4	4	4	1	5	4	4	1	3	1	3	4	4	2	4	4	3	2	3	2	3	2	3	4	2	5	2	4	5	4	3	5	5
3	16	1	1	1	5	AU	3	1	4	3	4	2	3	3	4	5	2	5	2	2	2	3	2	1	2	2	1	2	2	5	2	4	1	4	4	4	4	4	2	2	1	4	2	2	3	2	4	1	4	1	4	3	4	4	5	4
13	16	1	1	1	5	AU	3	1	4	2	4	1	4	3	3	4	1	5	2	5	3	3	4	4	2	1	1	4	1	4	1	4	1	4	4	4	4	2	4	1	4	2	4	2	2	4	3	4	4	2	4	2	4	3	4	3
3	27	1	2	1	1	US	3	5	3	4	4	2	5	4	5	4	3	2	5	3	1	1	5	3	2	2	2	4	1	4	2	2	1	3	1	2	2	4	5	4	1	4	4	4	4	5	3	1	5	2	5	1	5	4	4	5
3	18	1	1	1	2	US	3	1	5	2	5	1	4	3	4	3	3	5	4	2	4	2	3	1	2	2	1	5	1	5	1	5	1	5	4	5	4	2	5	2	4	2	5	3	4	4	3	3	5	3	4	1	3	1	5	4
3	17	1	2	1	2	US	2	3	2	4	3	3	1	4	1	5	3	4	3	3	2	2	3	3	4	4	4	4	2	3	2	2	3	3	4	3	4	3	4	2	3	2	4	1	4	3	5	2	5	1	5	1	5	4	5	5
5	20	1	2	1	1	CA	4	1	4	2	4	1	2	1	5	5	5	2	5	4	5	5	5	5	5	4	3	5	5	4	2	5	4	4	4	4	2	5	1	4	1	5	5	3	4	3	4	2	5	1	5	1	5	2	5	4
3	68	1	1	1	2	GB	4	2	4	3	4	2	3	4	4	2	4	4	3	4	2	4	3	1	2	1	4	4	1	4	2	4	2	4	4	4	2	4	3	3	1	2	4	2	2	2	4	2	2	2	4	2	5	4	3	5
3	16	1	2	1	2	US	3	2	2	2	3	3	3	4	2	4	5	2	5	2	3	2	4	5	3	3	2	4	2	4	2	3	2	4	4	4	4	4	4	2	5	2	4	1	3	4	3	1	2	3	2	4	3	4	4	4
3	23	2	1	1	1	DK	3	5	3	4	4	2	5	4	2	5	2	4	5	3	3	1	2	1	1	1	1	5	3	4	3	3	2	4	4	2	1	4	4	3	1	5	1	1	1	4	5	1	5	1	5	1	5	5	5	5
3	22	1	1	1	2	US	3	2	3	2	2	2	4	1	5	4	4	2	5	2	3	4	5	5	4	4	1	4	2	5	2	5	2	4	5	4	4	1	4	2	4	2	4	2	4	4	5	1	5	1	4	1	5	5	5	4
13	46	2	1	1	1	CL	3	4	5	2	5	1	5	2	5	2	1	2	4	2	1	1	1	1	1	1	3	5	1	5	1	5	1	5	5	5	4	1	5	1	5	1	5	5	5	5	5	2	4	2	5	1	5	5	5	5
3	19	1	2	1	5	US	2	4	3	4	3	4	2	5	2	5	2	4	2	3	3	3	2	1	4	2	2	5	3	4	2	4	2	5	5	4	3	3	3	2	1	2	4	4	4	3	2	2	3	4	3	3	4	1	4	2
13	23	1	2	1	1	ZA	5	2	3	4	5	4	5	3	4	3	4	2	5	3	3	4	3	3	3	3	1	4	3	4	2	5	1	5	5	5	3	3	5	3	3	3	3	2	3	4	4	3	5	2	5	1	4	4	4	5
1	16	1	2	1	2	US	1	5	5	5	3	1	1	5	2	5	4	4	4	5	1	4	1	1	4	1	1	5	2	5	4	5	1	4	5	5	5	4	5	2	1	5	5	1	5	5	4	1	5	1	5	1	5	1	5	5
3	36	1	2	1	2	AU	3	1	3	2	5	1	4	2	5	4	5	2	5	1	4	5	5	5	5	5	1	5	2	5	2	5	2	4	5	4	5	4	4	2	4	2	4	1	5	5	5	1	5	1	5	1	5	5	5	5
3	34	1	2	1	2	US	4	2	4	2	4	1	4	2	3	3	2	3	3	3	2	2	3	2	2	2	2	3	1	4	2	4	2	4	4	4	4	4	5	2	1	2	4	3	4	3	4	2	4	2	5	2	4	4	5	5
1	24	1	2	1	5	US	3	2	3	2	3	2	2	4	3	4	2	3	5	1	2	5	5	5	5	4	1	4	4	4	1	3	2	4	4	2	2	1	2	2	3	2	5	3	4	3	2	3	2	3	4	4	4	3	5	3
3	19	1	1	1	5	US	1	3	4	4	4	3	4	4	2	4	3	3	4	2	3	4	3	3	4	4	2	3	3	4	3	4	2	4	4	3	3	4	3	4	2	4	3	3	2	3	4	2	5	2	3	2	4	3	5	4
13	30	2	2	1	1	MX	1	4	3	5	4	2	1	4	1	5	3	4	5	1	2	5	5	4	5	4	3	3	4	4	2	2	4	3	3	4	3	2	5	2	1	1	5	3	4	4	5	1	5	1	4	1	5	3	5	3
3	18	1	2	1	2	US	4	4	4	3	4	2	3	2	3	3	1	5	1	5	1	1	1	1	2	1	2	4	2	4	2	3	1	4	4	3	5	1	3	1	5	1	4	1	5	4	3	2	2	3	4	3	4	3	3	4
3	17	1	2	2	1	US	2	2	5	3	4	1	2	3	2	2	5	3	4	2	1	2	2	1	3	4	1	4	2	5	2	5	1	4	5	5	2	1	5	2	1	4	5	2	5	2	4	1	5	1	4	1	5	4	5	4
3	18	1	2	1	1	US	1	5	2	5	1	4	1	5	2	5	5	1	5	1	2	5	5	5	4	5	3	4	4	4	2	5	4	2	4	5	2	5	5	5	1	5	4	4	2	4	5	4	4	3	4	4	2	5	5	2
4	35	2	2	1	4	US	3	1	4	4	5	5	4	1	4	2	3	3	4	3	4	4	2	3	3	2	5	4	1	5	2	4	2	3	5	4	4	2	2	3	4	2	2	2	5	4	3	4	4	2	2	5	3	2	4	2
13	18	1	2	1	5	US	4	3	5	3	5	2	2	3	4	5	1	5	3	1	1	3	2	1	4	1	1	1	2	5	1	5	1	5	5	4	5	2	5	2	1	3	4	2	3	3	5	1	4	1	5	1	5	3	4	4
3	30	1	2	1	2	AU	3	4	5	2	4	1	2	4	3	3	4	4	4	2	2	3	2	2	2	4	1	5	1	5	1	5	1	4	5	4	4	3	5	1	3	2	4	3	2	4	5	1	5	1	5	1	4	5	5	4
5	13	2	2	1	1	US	2	3	2	3	2	1	1	3	5	5	5	1	5	3	5	5	5	4	5	3	4	1	4	3	5	4	5	3	2	3	5	1	5	2	1	1	5	2	3	3	3	3	4	3	5	1	5	2	5	5
3	22	1	2	1	2	CA	4	3	2	2	5	1	4	2	4	5	4	1	4	4	5	5	5	5	5	1	1	4	1	4	1	4	1	4	5	2	5	5	5	5	2	4	1	1	1	5	5	1	5	1	5	1	5	5	5	5
3	16	1	1	1	1	AU	2	1	1	5	1	5	2	1	1	4	1	5	2	4	2	1	2	1	4	1	3	1	5	1	5	1	5	1	1	1	4	3	1	4	2	2	5	4	4	1	5	1	5	2	4	1	4	2	5	4
11	26	1	2	1	2	US	1	5	2	4	2	2	2	1	1	5	1	4	2	4	2	1	1	1	1	1	1	4	1	4	1	5	1	4	4	4	2	4	4	3	1	4	4	4	4	2	4	2	3	2	3	3	4	3	5	4
1	49	1	2	1	5	US	3	2	4	3	3	3	4	3	3	2	2	4	4	2	2	2	2	1	2	2	1	4	2	4	2	4	2	4	5	4	3	3	3	2	4	2	3	2	3	3	2	4	2	4	3	3	3	2	4	3
3	21	1	2	1	1	US	2	4	3	4	2	4	1	5	1	5	4	3	5	3	2	4	2	3	3	4	1	3	1	4	3	4	3	4	4	3	4	3	4	2	2	2	5	4	4	3	3	2	4	2	3	1	4	3	4	4
13	18	1	2	1	1	US	3	3	4	3	4	4	3	4	2	3	4	4	3	1	4	2	3	4	3	4	1	4	3	4	2	4	2	4	4	3	3	3	3	3	3	3	3	2	4	3	4	3	4	2	4	2	5	3	4	3
5	14	2	2	2	1	AU	2	2	1	2	4	2	2	3	4	4	4	2	4	2	1	4	5	5	5	4	5	3	5	1	5	1	3	2	1	4	2	2	4	3	2	3	4	2	1	4	5	2	4	2	5	1	4	4	2	5
3	47	1	2	1	1	AU	3	4	4	1	5	1	3	3	3	2	2	3	3	2	4	3	2	1	3	3	1	4	3	4	2	4	2	3	3	5	3	2	4	1	4	1	5	2	2	4	3	2	4	2	5	1	4	2	4	4
1	27	1	2	1	1	US	3	3	4	4	3	2	3	4	3	4	2	3	5	2	3	2	3	2	3	3	1	4	3	4	2	4	2	4	4	3	3	3	3	2	2	2	4	2	3	2	3	3	4	2	3	4	3	2	3	4
3	27	1	2	1	2	US	4	1	5	1	5	1	5	1	5	1	2	4	3	4	3	3	1	1	3	2	1	5	1	5	1	4	1	5	5	5	4	3	5	1	4	1	5	1	4	4	5	1	4	1	4	1	5	5	5	4
1	49	1	2	1	1	US	4	4	5	3	4	1	4	2	3	4	2	4	4	4	4	2	2	2	3	1	1	5	3	5	1	5	1	5	5	5	2	4	2	2	2	5	1	1	4	5	3	1	5	4	5	1	4	1	4	5
3	15	1	3	3	1	US	2	4	1	4	4	2	1	4	1	4	4	4	4	4	3	3	5	4	4	4	2	4	2	5	1	5	3	4	3	4	2	3	4	4	2	5	4	3	2	3	5	3	5	2	4	1	5	4	3	5
1	18	1	2	2	1	US	4	1	4	2	5	1	5	3	5	2	3	3	4	3	3	3	3	2	3	2	1	5	2	5	2	5	1	4	5	5	2	4	3	3	2	5	2	2	3	3	4	2	5	1	4	1	3	4	4	5
4	18	2	2	1	1	IN	3	2	4	3	4	3	4	3	3	3	2	3	4	2	2	4	4	4	4	4	1	4	2	5	2	5	2	5	4	4	4	5	5	4	2	4	2	2	2	2	2	2	5	2	4	2	3	4	4	4
3	24	1	2	1	1	US	2	3	4	4	4	1	2	3	3	3	4	3	5	4	2	3	3	3	1	1	1	5	1	5	1	5	1	5	5	5	4	3	5	1	4	2	3	1	4	3	4	1	5	1	4	1	5	4	4	4
3	19	1	2	1	2	US	2	3	4	4	3	1	1	4	2	5	4	4	4	3	2	2	1	1	1	3	1	5	1	5	2	4	1	4	4	4	5	2	5	2	4	1	5	2	4	5	5	1	5	1	3	1	5	4	5	4
3	18	1	2	1	1	US	2	3	2	4	4	3	1	3	3	3	2	3	3	4	3	3	4	3	3	2	4	3	3	3	2	2	3	3	3	3	4	2	3	2	2	3	3	3	3	3	3	3	5	1	3	1	2	4	5	5
10	16	1	2	1	1	AU	3	1	5	2	5	1	5	4	4	2	4	3	4	4	3	2	2	2	3	2	1	4	2	5	1	5	1	4	5	4	4	1	4	1	5	1	5	1	5	5	4	2	5	2	4	2	5	5	4	5
3	49	1	1	1	1	US	3	3	5	3	4	2	4	3	3	2	1	4	2	1	2	1	2	1	1	1	1	4	1	4	2	4	1	4	3	4	4	2	4	1	3	3	3	1	3	3	4	2	4	2	4	1	4	1	4	4
11	35	1	2	2	5	SG	1	3	4	4	2	3	2	5	1	5	4	4	3	2	2	3	3	3	2	4	5	4	1	4	2	5	3	5	4	5	4	1	4	4	4	1	1	2	4	3	3	4	4	3	3	1	4	3	3	3
6	56	1	1	1	1	US	1	4	5	2	3	2	1	3	2	3	1	5	3	3	1	1	1	1	1	1	1	3	1	3	3	4	3	3	5	5	4	5	5	1	4	5	5	1	5	5	5	1	5	2	5	1	5	3	5	3
3	21	1	1	1	1	US	3	2	4	3	3	1	3	3	4	5	4	3	4	2	3	4	4	4	2	4	1	3	1	4	2	4	1	3	4	4	4	3	5	3	4	3	4	2	4	4	4	1	5	1	4	1	4	4	5	5
13	19	2	2	1	2	MY	2	4	4	4	3	3	3	3	4	4	4	4	4	3	4	4	4	4	4	4	2	4	3	4	4	4	2	3	4	4	2	4	3	4	2	4	2	4	2	3	4	4	4	3	3	1	4	3	4	4
3	52	1	2	1	2	CA	3	3	3	4	5	3	3	4	1	4	5	1	5	3	5	4	3	2	4	2	2	4	3	5	3	3	2	3	4	3	3	1	5	2	4	1	4	1	4	4	4	3	4	3	4	2	4	3	4	3
3	24	1	2	1	1	US	1	3	1	3	5	3	1	4	1	5	5	2	5	2	5	4	4	3	3	3	2	3	3	4	2	3	3	5	4	2	4	3	5	3	4	2	5	2	4	4	5	1	5	1	4	1	5	4	5	3
13	48	1	2	1	1	US	3	2	5	2	5	2	4	3	4	1	2	3	4	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	5	5	3	3	3	3	2	2	3	2	3	3	4	3	4	3	3	2	4	3	4	3
4	22	2	2	1	1	PH	3	3	3	4	3	3	3	3	2	5	3	2	5	4	3	4	2	2	3	4	5	2	2	5	3	5	2	4	3	3	3	2	4	4	4	4	4	2	3	3	2	2	5	3	3	3	3	3	4	3
3	29	1	2	1	1	US	3	3	3	4	5	3	4	4	4	3	4	3	5	3	3	4	5	3	2	3	1	5	1	5	1	5	1	5	5	5	4	4	2	3	2	5	4	1	3	4	4	1	5	1	4	1	4	4	5	5
1	19	2	2	1	1	PH	2	4	2	3	2	4	2	3	3	4	4	2	4	3	3	4	3	4	3	4	2	4	3	4	3	2	2	4	3	3	3	3	4	3	2	4	4	3	2	4	4	3	3	4	4	3	4	4	3	4
3	67	1	2	1	1	US	5	5	5	5	5	1	3	5	1	5	5	5	5	1	5	5	1	3	5	3	1	5	1	5	1	5	1	5	5	5	5	1	5	1	3	1	5	1	3	5	5	5	5	3	5	3	5	5	5	3
3	32	1	1	1	5	US	3	4	2	3	3	4	2	5	4	2	2	4	2	4	1	1	2	2	2	2	4	3	3	4	2	4	2	4	2	4	4	4	3	3	2	4	2	2	3	4	5	1	5	1	4	1	5	5	2	5
3	55	1	2	1	1	US	3	3	3	3	4	3	3	5	2	5	5	3	5	2	3	3	3	2	1	2	1	5	1	5	1	5	1	5	5	5	5	5	5	1	3	1	1	2	3	3	3	1	5	1	5	1	5	1	4	2
3	35	1	2	2	1	AU	1	2	5	2	4	2	2	3	3	4	3	3	4	3	1	3	4	3	4	2	1	5	1	5	1	5	1	5	5	3	3	4	5	3	3	1	5	1	4	5	2	3	3	3	3	1	4	1	4	2
1	27	1	2	2	1	US	5	2	1	3	5	2	5	1	5	3	4	3	4	1	1	3	5	5	4	5	3	1	4	3	3	4	5	3	4	5	3	4	5	5	1	5	2	4	4	3	1	1	5	1	4	1	5	4	5	5
1	14	1	2	1	1	AU	3	3	3	4	3	3	5	3	5	4	5	2	5	4	3	3	5	4	5	5	5	4	3	4	1	3	1	5	5	3	4	4	3	5	2	5	3	2	4	3	4	3	5	4	4	1	3	4	4	4
0	21	2	2	1	1	US	3	3	5	2	4	2	4	3	4	4	3	5	3	2	2	3	3	3	3	2	1	5	1	5	1	5	2	4	5	5	3	5	5	3	2	4	2	4	3	5	2	5	4	3	3	2	3	2	3	5
